628938675 1960.03 0 1639
628938676 1960.04 8 1979
628938677 1960.04 25 2360
628938678 1960.04 30 2727
628938680 1960.05 36 2979
628938681 1960.06 41 2053
628938682 1960.06 44 2199
628938683 1960.06 47 2337
628938684 1960.07 50 2474
628938685 1960.08 53 2605
628938686 1960.08 56 2718
628938687 1960.09 59 2529
628938688 1960.09 64 2035
628938689 1960.09 65 2076
628938690 1960.1 66 2097
628938691 1960.1 67 2117
628938693 1960.1 69 2130
628938694 1960.11 70 2137
628938695 1960.11 70 2145
628938696 1960.11 70 2155
628938697 1960.12 70 1780
628938698 1960.12 70 1752
628938699 1960.12 71 1695
628938700 1960.12 69 1653
628938701 1960.12 67 1601
628938702 1960.12 65 1515
628938704 1960.12 63 1433
628938705 1960.12 61 1399
628938706 1960.12 58 1475
628938707 1960.12 55 1345
628938708 1960.12 51 1068
628938709 1960.12 47 1032
628938710 1960.12 42 1208
628938711 1960.12 38 993
628938712 1960.12 28 890
628938713 1960.12 23 870
628938714 1960.12 4 831
628938716 1960.12 4 859
628938717 1960.12 2 851
628938718 1960.12 0 850
628938719 1960.12 0 847
628938720 1960.12 0 857
628938721 1960.12 0 841
628938722 1960.12 0 858
628938723 1960.13 0 838
628938724 1960.13 0 845
628938725 1960.13 0 851
628938726 1960.13 0 844
628938728 1960.13 2 867
628938729 1960.13 3 834
628938730 1960.13 3 865
628938731 1960.13 2 852
628938732 1960.13 0 852
628938733 1960.13 0 851
628938734 1960.13 0 841
628938735 1960.13 0 861
628938736 1960.13 0 841
628938737 1960.13 0 861
628938738 1960.13 0 848
628938739 1960.13 0 854
628938741 1960.13 0 849
628938742 1960.13 0 841
628938743 1960.13 0 862
628938744 1960.13 0 840
628938745 1960.13 0 859
628938746 1960.13 0 850
628938747 1960.14 0 831
628938748 1960.14 0 855
628938749 1960.14 0 840
628938751 1960.14 0 1448
628938752 1960.14 2 1723
628938753 1960.14 4 1692
628938754 1960.14 7 1875
628938755 1960.14 11 1322
628938756 1960.14 14 1232
628938757 1960.14 17 1306
628938758 1960.14 19 1408
628938759 1960.15 19 1475
628938760 1960.15 21 1434
628938761 1960.15 21 1363
628938763 1960.15 21 1317
628938764 1960.15 20 1436
628938765 1960.15 20 1546
628938766 1960.15 21 1644
628938767 1960.15 22 1756
628938768 1960.15 23 1808
628938769 1960.15 25 1795
628938770 1960.15 26 1723
628938771 1960.15 26 1508
628938772 1960.15 24 1204
628938774 1960.15 22 945
628938775 1960.15 19 855
628938776 1960.15 15 865
628938777 1960.15 12 798
628938778 1960.15 10 835
628938779 1960.15 4 861
628938780 1960.15 2 854
628938781 1960.15 0 847
628938783 1960.16 0 862
628938784 1960.16 0 844
628938785 1960.16 0 835
628938786 1960.16 0 860
628938787 1960.16 0 833
628938788 1960.16 0 865
628938789 1960.16 0 853
628938790 1960.16 0 840
628938791 1960.16 0 1500
628938792 1960.16 2 1842
628938793 1960.16 7 1969
628938795 1960.16 7 1407
628938796 1960.17 15 1553
628938797 1960.17 19 1742
628938798 1960.17 21 1994
628938799 1960.17 24 2254
628938800 1960.18 28 2429
628938801 1960.18 31 1656
628938802 1960.18 35 1706
628938803 1960.18 37 1744
628938804 1960.18 40 1793
628938805 1960.19 40 1823
628938806 1960.19 42 1430
628938808 1960.19 43 1329
628938809 1960.19 43 1339
628938810 1960.19 43 1321
628938811 1960.19 43 1294
628938812 1960.19 43 1276
628938813 1960.19 42 1262
628938814 1960.19 41 1248
628938815 1960.19 41 1232
628938816 1960.19 41 1265
628938817 1960.19 41 1292
628938818 1960.19 42 1305
628938820 1960.19 42 1319
628938821 1960.19 42 1320
628938822 1960.19 42 1325
628938823 1960.19 43 1358
628938824 1960.19 42 1396
628938825 1960.2 44 1433
628938826 1960.2 45 1462
628938827 1960.2 46 1487
628938828 1960.2 48 1506
628938829 1960.2 49 1524
628938830 1960.2 49 1539
628938832 1960.2 50 1539
628938833 1960.21 50 1545
628938834 1960.21 50 1548
628938835 1960.21 51 1553
628938836 1960.21 51 1566
628938837 1960.21 51 1561
628938838 1960.21 50 1571
628938839 1960.21 51 1608
628938840 1960.21 52 1612
628938841 1960.21 52 1613
628938842 1960.21 53 1617
628938843 1960.21 54 1613
628938845 1960.22 54 1565
628938846 1960.22 54 1583
628938847 1960.22 52 1586
628938848 1960.22 52 1581
628938849 1960.22 52 1557
628938850 1960.22 52 1556
628938851 1960.22 51 1525
628938852 1960.22 51 1523
628938854 1960.22 51 1511
628938855 1960.22 50 1487
628938856 1960.22 50 1469
628938857 1960.22 49 1459
628938858 1960.22 49 1480
628938859 1960.22 48 1477
628938860 1960.23 48 1474
628938861 1960.23 47 1464
628938862 1960.23 47 1416
628938863 1960.23 47 1309
628938864 1960.23 46 1185
628938866 1960.23 42 1060
628938867 1960.23 38 1239
628938868 1960.23 35 946
628938869 1960.23 30 948
628938870 1960.23 25 1387
628938871 1960.23 22 1616
628938872 1960.23 21 2004
628938873 1960.24 22 2429
628938874 1960.24 32 2801
628938875 1960.25 37 1930
628938876 1960.25 41 2061
628938877 1960.26 44 2185
628938879 1960.26 47 2305
628938880 1960.27 50 2416
628938881 1960.27 53 2512
628938882 1960.28 56 2593
628938883 1960.29 58 2657
628938884 1960.29 59 2682
628938885 1960.3 60 1908
628938886 1960.3 61 1915
628938887 1960.3 62 1915
628938888 1960.3 62 1904
628938890 1960.31 62 1888
628938891 1960.31 62 1870
628938892 1960.31 62 1853
628938893 1960.31 61 1851
628938894 1960.31 61 1863
628938895 1960.32 60 1882
628938896 1960.32 60 1879
628938897 1960.32 61 1867
628938898 1960.33 61 1841
628938899 1960.33 61 1786
628938900 1960.33 60 1729
628938901 1960.33 59 1667
628938903 1960.33 57 1632
628938904 1960.33 55 1584
628938905 1960.33 54 1575
628938906 1960.33 53 1559
628938907 1960.33 52 1586
628938908 1960.33 51 1632
628938909 1960.33 52 1650
628938910 1960.34 54 1663
628938911 1960.34 54 1691
628938912 1960.34 55 1719
628938914 1960.34 55 1749
628938915 1960.34 56 1805
628938916 1960.35 57 1869
628938917 1960.35 59 1916
628938918 1960.36 61 1953
628938919 1960.36 62 2001
628938920 1960.36 63 2036
628938921 1960.36 65 2056
628938922 1960.37 67 2087
628938923 1960.37 68 2101
628938925 1960.37 68 1772
628938926 1960.38 69 1769
628938927 1960.38 69 1764
628938928 1960.38 70 1774
628938929 1960.38 70 1753
628938930 1960.38 70 1706
628938931 1960.38 70 1618
628938932 1960.38 69 1513
628938933 1960.38 66 1426
628938934 1960.38 63 1566
628938935 1960.38 55 1431
628938936 1960.38 51 1137
628938937 1960.38 47 1034
628938939 1960.38 41 1075
628938940 1960.38 35 909
628938941 1960.38 28 942
628938942 1960.38 23 1131
628938943 1960.38 7 1209
628938944 1960.38 13 1405
628938945 1960.38 16 1468
628938946 1960.38 19 1404
628938947 1960.38 20 1423
628938948 1960.38 20 1508
628938949 1960.39 20 1687
628938951 1960.39 22 1918
628938952 1960.39 22 2233
628938953 1960.39 28 2526
628938954 1960.4 31 1780
628938955 1960.4 34 1906
628938956 1960.4 37 2006
628938957 1960.41 42 2081
628938958 1960.41 45 1508
628938959 1960.41 47 1548
628938960 1960.41 48 1560
628938961 1960.41 50 1578
628938963 1960.41 51 1533
628938964 1960.41 52 1539
628938965 1960.41 52 1403
628938966 1960.41 51 1090
628938967 1960.41 47 1033
628938968 1960.41 42 1163
628938969 1960.41 36 1233
628938970 1960.41 31 1323
628938971 1960.42 29 1439
628938972 1960.42 31 1547
628938973 1960.42 33 1630
628938974 1960.42 35 1703
628938976 1960.42 37 1779
628938977 1960.43 39 1819
628938978 1960.43 40 1853
628938979 1960.43 41 1340
628938980 1960.43 42 1342
628938981 1960.43 44 1299
628938982 1960.43 43 1177
628938983 1960.43 42 1068
628938984 1960.43 38 1054
628938986 1960.43 34 1003
628938987 1960.43 29 1291
628938988 1960.43 26 1692
628938989 1960.43 25 1825
628938990 1960.44 25 1921
628938991 1960.44 26 1275
628938992 1960.44 27 1073
628938993 1960.44 28 914
628938994 1960.44 22 946
628938995 1960.44 18 829
628938996 1960.44 15 860
628938997 1960.44 13 871
628938999 1960.44 12 875
628939000 1960.44 12 857
628939001 1960.44 12 842
628939002 1960.44 10 936
628939003 1960.44 7 845
628939004 1960.44 7 839
628939005 1960.44 3 831
628939006 1960.44 4 843
628939008 1960.44 5 848
628939009 1960.44 5 1187
628939010 1960.44 6 1098
628939011 1960.44 7 945
628939012 1960.44 8 849
628939013 1960.44 8 843
628939014 1960.44 7 834
628939015 1960.44 6 815
628939016 1960.44 5 840
628939017 1960.44 4 845
628939018 1960.44 3 835
628939020 1960.44 3 824
628939021 1960.44 2 839
628939022 1960.44 2 856
628939023 1960.44 1 1031
628939024 1960.44 2 1033
628939025 1960.44 3 981
628939026 1960.44 3 948
628939027 1960.44 3 798
628939028 1960.44 5 818
628939029 1960.45 4 852
628939030 1960.45 4 844
628939031 1960.45 4 829
628939033 1960.45 3 861
628939034 1960.45 2 850
628939035 1960.45 0 815
628939036 1960.45 0 858
628939037 1960.45 0 840
628939038 1960.45 0 871
628939039 1960.45 0 844
628939040 1960.45 0 852
628939041 1960.45 0 857
628939042 1960.45 0 855
628939044 1960.45 0 839
628939045 1960.45 0 864
628939046 1960.45 0 831
628939047 1960.45 0 862
628939048 1960.45 0 844
628939049 1960.45 0 851
628939050 1960.45 0 861
628939051 1960.45 0 836
628939052 1960.45 0 863
628939053 1960.45 0 834
628939054 1960.45 0 862
628939055 1960.45 0 849
628939057 1960.45 0 839
628939058 1960.45 0 863
628939059 1960.45 0 837
628939060 1960.45 0 861
628939061 1960.45 0 845
628939062 1960.45 0 859
628939063 1960.45 0 839
628939064 1960.45 0 851
628939065 1960.45 0 849
628939066 1960.45 0 842
628939067 1960.45 0 863
628939069 1960.45 0 833
628939070 1960.45 0 865
628939071 1960.46 0 842
628939072 1960.46 0 852
628939073 1960.46 0 849
628939074 1960.46 0 851
628939075 1960.46 0 849
628939076 1960.46 0 844
628939077 1960.46 0 867
628939078 1960.46 0 835
628939079 1960.46 0 862
628939080 1960.46 0 840
628939081 1960.46 0 860
628939083 1960.46 0 842
628939084 1960.46 0 851
628939085 1960.46 0 863
628939086 1960.46 0 834
628939087 1960.46 0 865
628939088 1960.46 0 836
628939089 1960.46 0 861
628939090 1960.46 0 845
628939091 1960.46 0 849
628939093 1960.46 0 858
628939094 1960.46 0 841
628939095 1960.46 0 861
628939096 1960.46 0 836
628939097 1960.46 0 863
628939098 1960.46 0 839
628939099 1960.46 0 860
628939100 1960.46 0 838
628939101 1960.46 0 862
628939102 1960.46 0 837
628939103 1960.46 0 850
628939104 1960.46 0 836
628939105 1960.46 0 864
628939106 1960.46 0 831
628939108 1960.46 0 863
628939109 1960.46 0 833
628939110 1960.46 0 863
628939111 1960.46 0 840
628939112 1960.46 0 855
628939113 1960.46 0 838
628939114 1960.46 0 861
628939115 1960.46 0 832
628939116 1960.46 0 853
628939117 1960.46 0 848
628939118 1960.46 0 853
628939120 1960.46 0 842
628939121 1960.46 0 865
628939122 1960.46 0 833
628939123 1960.46 0 862
628939124 1960.47 0 837
628939125 1960.47 0 865
628939126 1960.47 0 833
628939127 1960.47 0 862
628939128 1960.47 0 846
628939129 1960.47 0 850
628939130 1960.47 0 848
628939131 1960.47 0 849
628939133 1960.47 0 853
628939134 1960.47 0 838
628939135 1960.47 0 861
628939136 1960.47 0 833
628939137 1960.47 0 864
628939138 1960.47 0 832
628939139 1960.47 0 866
628939140 1960.47 0 841
628939141 1960.47 0 855
628939142 1960.47 0 850
628939143 1960.47 0 848
628939144 1960.47 0 852
628939146 1960.47 0 851
628939147 1960.47 0 849
628939148 1960.47 0 840
628939149 1960.47 0 864
628939150 1960.47 0 837
628939151 1960.47 0 863
628939152 1960.47 0 831
628939153 1960.47 0 865
628939154 1960.47 0 839
628939155 1960.47 0 856
628939156 1960.47 0 848
628939157 1960.47 0 856
628939159 1960.47 0 845
628939160 1960.47 0 851
628939161 1960.47 0 856
628939162 1960.47 0 839
628939163 1960.47 0 862
628939164 1960.47 0 838
628939165 1960.47 0 861
628939166 1960.47 0 838
628939167 1960.47 0 864
628939168 1960.47 0 836
628939169 1960.47 0 853
628939171 1960.47 0 844
628939172 1960.47 0 858
628939173 1960.47 0 844
628939174 1960.47 0 851
628939175 1960.47 0 858
628939176 1960.48 0 837
628939177 1960.48 0 864
628939178 1960.48 0 841
628939179 1960.48 0 861
628939180 1960.48 0 849
628939181 1960.48 0 836
628939182 1960.48 0 866
628939184 1960.48 0 842
628939185 1960.48 0 857
628939186 1960.48 0 847
628939187 1960.48 0 850
628939188 1960.48 0 852
628939189 1960.48 0 838
628939190 1960.48 0 865
628939191 1960.48 0 832
628939192 1960.48 0 867
628939193 1960.48 0 833
628939194 1960.48 0 857
628939196 1960.48 0 858
628939197 1960.48 0 834
628939198 1960.48 0 868
628939199 1960.48 0 835
628939200 1960.48 0 859
628939201 1960.48 0 850
628939202 1960.48 0 836
628939203 1960.48 0 865
628939204 1960.48 0 846
628939205 1960.48 0 851
628939206 1960.48 0 852
628939207 1960.48 0 834
628939209 1960.48 0 865
628939210 1960.48 0 847
628939211 1960.48 0 838
628939212 1960.48 0 864
628939213 1960.48 0 835
628939214 1960.48 0 854
628939215 1960.48 0 835
628939216 1960.48 0 863
628939217 1960.48 0 857
628939219 1960.48 0 835
628939220 1960.48 0 866
628939221 1960.48 0 842
628939222 1960.48 0 849
628939223 1960.48 0 849
628939224 1960.48 0 849
